linha,hora,n,total,prop
205 - Dom Lustosa,7,148,1293,0.11446249033255994
205 - Dom Lustosa,8,69,1293,0.05336426914153132
205 - Dom Lustosa,9,59,1293,0.04563031709203403
205 - Dom Lustosa,10,57,1293,0.04408352668213457
205 - Dom Lustosa,11,56,1293,0.04331013147718484
205 - Dom Lustosa,12,93,1293,0.07192575406032482
205 - Dom Lustosa,13,61,1293,0.04717710750193349
205 - Dom Lustosa,14,59,1293,0.04563031709203403
205 - Dom Lustosa,15,36,1293,0.027842227378190254
205 - Dom Lustosa,16,65,1293,0.050270688321732405
205 - Dom Lustosa,17,73,1293,0.05645784996133024
205 - Dom Lustosa,18,49,1293,0.03789636504253674
205 - Dom Lustosa,19,23,1293,0.017788089713843776
205 - Dom Lustosa,20,8,1293,0.006187161639597835
205 - Dom Lustosa,21,12,1293,0.009280742459396751
205 - Dom Lustosa,22,2,1293,0.0015467904098994587
206 - PADRE ANDRADE/ANTO,4,16,1075,0.014883720930232559
206 - PADRE ANDRADE/ANTO,5,112,1075,0.10418604651162791
206 - PADRE ANDRADE/ANTO,6,193,1075,0.17953488372093024
206 - PADRE ANDRADE/ANTO,7,82,1075,0.07627906976744186
206 - PADRE ANDRADE/ANTO,8,54,1075,0.05023255813953489
206 - PADRE ANDRADE/ANTO,9,45,1075,0.04186046511627907
206 - PADRE ANDRADE/ANTO,10,36,1075,0.03348837209302326
206 - PADRE ANDRADE/ANTO,11,58,1075,0.053953488372093024
206 - PADRE ANDRADE/ANTO,12,97,1075,0.09023255813953489
206 - PADRE ANDRADE/ANTO,13,58,1075,0.053953488372093024
206 - PADRE ANDRADE/ANTO,14,40,1075,0.037209302325581395
206 - PADRE ANDRADE/ANTO,15,30,1075,0.027906976744186046
206 - PADRE ANDRADE/ANTO,16,53,1075,0.04930232558139535
206 - PADRE ANDRADE/ANTO,17,80,1075,0.07441860465116279
206 - PADRE ANDRADE/ANTO,18,61,1075,0.05674418604651163
206 - PADRE ANDRADE/ANTO,19,24,1075,0.022325581395348838
206 - PADRE ANDRADE/ANTO,20,15,1075,0.013953488372093023
206 - PADRE ANDRADE/ANTO,21,12,1075,0.011162790697674419
206 - PADRE ANDRADE/ANTO,22,8,1075,0.0074418604651162795
206 - PADRE ANDRADE/ANTO,23,1,1075,9.302325581395349e-4
210 - Quintino Cunha/Anton,4,76,3927,0.01935319582378406
210 - Quintino Cunha/Anton,5,391,3927,0.09956709956709957
210 - Quintino Cunha/Anton,6,742,3927,0.1889483065953654
210 - Quintino Cunha/Anton,7,403,3927,0.10262286732874969
210 - Quintino Cunha/Anton,8,177,3927,0.04507257448433919
210 - Quintino Cunha/Anton,9,168,3927,0.0427807486631016
210 - Quintino Cunha/Anton,10,120,3927,0.030557677616501147
210 - Quintino Cunha/Anton,11,195,3927,0.04965622612681436
210 - Quintino Cunha/Anton,12,244,3927,0.06213394448688566
210 - Quintino Cunha/Anton,13,223,3927,0.056786350903997966
210 - Quintino Cunha/Anton,14,142,3927,0.03615991851285969
210 - Quintino Cunha/Anton,15,132,3927,0.03361344537815126
210 - Quintino Cunha/Anton,16,252,3927,0.06417112299465241
210 - Quintino Cunha/Anton,17,236,3927,0.06009676597911892
210 - Quintino Cunha/Anton,18,204,3927,0.05194805194805195
210 - Quintino Cunha/Anton,19,95,3927,0.024191494779730073
210 - Quintino Cunha/Anton,20,39,3927,0.009931245225362872
210 - Quintino Cunha/Anton,21,57,3927,0.014514896867838044
210 - Quintino Cunha/Anton,22,25,3927,0.006366182836771072
210 - Quintino Cunha/Anton,23,6,3927,0.0015278838808250573
211 - Olavo Oliveira/Vila,4,102,4192,0.02433206106870229
211 - Olavo Oliveira/Vila,5,404,4192,0.09637404580152671
211 - Olavo Oliveira/Vila,6,634,4192,0.15124045801526717
211 - Olavo Oliveira/Vila,7,445,4192,0.10615458015267176
211 - Olavo Oliveira/Vila,8,245,4192,0.058444656488549615
211 - Olavo Oliveira/Vila,9,210,4192,0.050095419847328244
211 - Olavo Oliveira/Vila,10,139,4192,0.03315839694656489
211 - Olavo Oliveira/Vila,11,184,4192,0.04389312977099236
211 - Olavo Oliveira/Vila,12,220,4192,0.05248091603053435
211 - Olavo Oliveira/Vila,13,206,4192,0.0491412213740458
211 - Olavo Oliveira/Vila,14,189,4192,0.04508587786259542
211 - Olavo Oliveira/Vila,15,159,4192,0.037929389312977096
211 - Olavo Oliveira/Vila,16,286,4192,0.06822519083969465
211 - Olavo Oliveira/Vila,17,376,4192,0.08969465648854962
211 - Olavo Oliveira/Vila,18,161,4192,0.03840648854961832
211 - Olavo Oliveira/Vila,19,96,4192,0.022900763358778626
211 - Olavo Oliveira/Vila,20,52,4192,0.012404580152671756
211 - Olavo Oliveira/Vila,21,58,4192,0.01383587786259542
211 - Olavo Oliveira/Vila,22,20,4192,0.004770992366412214
211 - Olavo Oliveira/Vila,23,6,4192,0.0014312977099236641
212 - Jd.Guanabara/N. A. 1,4,47,3274,0.014355528405620037
212 - Jd.Guanabara/N. A. 1,5,310,3274,0.0946854001221747
212 - Jd.Guanabara/N. A. 1,6,556,3274,0.16982284667073916
212 - Jd.Guanabara/N. A. 1,7,314,3274,0.09590714722052535
212 - Jd.Guanabara/N. A. 1,8,132,3274,0.04031765424557117
212 - Jd.Guanabara/N. A. 1,9,155,3274,0.04734270006108735
212 - Jd.Guanabara/N. A. 1,10,124,3274,0.037874160048869884
212 - Jd.Guanabara/N. A. 1,11,181,3274,0.05528405620036653
212 - Jd.Guanabara/N. A. 1,12,201,3274,0.06139279169211973
212 - Jd.Guanabara/N. A. 1,13,192,3274,0.05864386072083079
212 - Jd.Guanabara/N. A. 1,14,133,3274,0.040623091020158826
212 - Jd.Guanabara/N. A. 1,15,105,3274,0.03207086133170434
212 - Jd.Guanabara/N. A. 1,16,180,3274,0.05497861942577886
212 - Jd.Guanabara/N. A. 1,17,290,3274,0.0885766646304215
212 - Jd.Guanabara/N. A. 1,18,196,3274,0.05986560781918143
212 - Jd.Guanabara/N. A. 1,19,86,3274,0.02626756261453879
212 - Jd.Guanabara/N. A. 1,20,23,3274,0.007025045815516188
212 - Jd.Guanabara/N. A. 1,21,33,3274,0.010079413561392792
212 - Jd.Guanabara/N. A. 1,22,15,3274,0.004581551618814905
212 - Jd.Guanabara/N. A. 1,23,1,3274,3.0543677458766036e-4
213 - Jd.Guanabara/N. A. 2,4,98,3919,0.025006379178361827
213 - Jd.Guanabara/N. A. 2,5,485,3919,0.12375606021944374
213 - Jd.Guanabara/N. A. 2,6,696,3919,0.17759632559326358
213 - Jd.Guanabara/N. A. 2,7,356,3919,0.09083949987241643
213 - Jd.Guanabara/N. A. 2,8,211,3919,0.053840265373819855
213 - Jd.Guanabara/N. A. 2,9,138,3919,0.03521306455728502
213 - Jd.Guanabara/N. A. 2,10,133,3919,0.033937228884919624
213 - Jd.Guanabara/N. A. 2,11,209,3919,0.05332993110487369
213 - Jd.Guanabara/N. A. 2,12,248,3919,0.06328144934932381
213 - Jd.Guanabara/N. A. 2,13,197,3919,0.050267925491196734
213 - Jd.Guanabara/N. A. 2,14,163,3919,0.04159224291911202
213 - Jd.Guanabara/N. A. 2,15,113,3919,0.028833886195458024
213 - Jd.Guanabara/N. A. 2,16,185,3919,0.04720591987751978
213 - Jd.Guanabara/N. A. 2,17,269,3919,0.06863995917325848
213 - Jd.Guanabara/N. A. 2,18,182,3919,0.046440418474100534
213 - Jd.Guanabara/N. A. 2,19,89,3919,0.02270987496810411
213 - Jd.Guanabara/N. A. 2,20,63,3919,0.01607552947180403
213 - Jd.Guanabara/N. A. 2,21,53,3919,0.013523858127073234
213 - Jd.Guanabara/N. A. 2,22,26,3919,0.006634345496300076
213 - Jd.Guanabara/N. A. 2,23,5,3919,0.0012758356723653994
214 - Estacao/Pio Saraiva,4,65,2811,0.02312344361437211
214 - Estacao/Pio Saraiva,5,327,2811,0.11632870864461047
214 - Estacao/Pio Saraiva,6,568,2811,0.20206332266097474
214 - Estacao/Pio Saraiva,7,301,2811,0.10707933119886162
214 - Estacao/Pio Saraiva,8,159,2811,0.05656350053361793
214 - Estacao/Pio Saraiva,9,109,2811,0.038776236214870155
214 - Estacao/Pio Saraiva,10,113,2811,0.04019921736036997
214 - Estacao/Pio Saraiva,11,128,2811,0.045535396655994306
214 - Estacao/Pio Saraiva,12,151,2811,0.05371753824261829
214 - Estacao/Pio Saraiva,13,130,2811,0.04624688722874422
214 - Estacao/Pio Saraiva,14,92,2811,0.03272856634649591
214 - Estacao/Pio Saraiva,15,91,2811,0.03237282106012095
214 - Estacao/Pio Saraiva,16,168,2811,0.05976520811099253
214 - Estacao/Pio Saraiva,17,189,2811,0.0672358591248666
214 - Estacao/Pio Saraiva,18,110,2811,0.03913198150124511
214 - Estacao/Pio Saraiva,19,34,2811,0.012095339736748489
214 - Estacao/Pio Saraiva,20,44,2811,0.015652792600498042
214 - Estacao/Pio Saraiva,21,16,2811,0.005691924581999288
214 - Estacao/Pio Saraiva,22,14,2811,0.004980434009249377
214 - Estacao/Pio Saraiva,23,2,2811,7.11490572749911e-4
215 - Autran Nunes,4,17,1374,0.012372634643377001
215 - Autran Nunes,5,121,1374,0.08806404657933042
215 - Autran Nunes,6,264,1374,0.19213973799126638
215 - Autran Nunes,7,177,1374,0.12882096069868995
215 - Autran Nunes,8,63,1374,0.04585152838427948
215 - Autran Nunes,9,61,1374,0.04439592430858806
215 - Autran Nunes,10,25,1374,0.018195050946142648
215 - Autran Nunes,11,67,1374,0.0487627365356623
215 - Autran Nunes,12,78,1374,0.056768558951965066
215 - Autran Nunes,13,47,1374,0.03420669577874818
215 - Autran Nunes,14,51,1374,0.03711790393013101
215 - Autran Nunes,15,64,1374,0.046579330422125184
215 - Autran Nunes,16,49,1374,0.03566229985443959
215 - Autran Nunes,17,143,1374,0.10407569141193596
215 - Autran Nunes,18,62,1374,0.04512372634643377
215 - Autran Nunes,19,24,1374,0.017467248908296942
215 - Autran Nunes,20,23,1374,0.016739446870451237
215 - Autran Nunes,21,27,1374,0.019650655021834062
215 - Autran Nunes,22,11,1374,0.008005822416302766
216 - Antonio Bezerra,4,3,1400,0.002142857142857143
216 - Antonio Bezerra,5,132,1400,0.09428571428571429
216 - Antonio Bezerra,6,196,1400,0.14
216 - Antonio Bezerra,7,105,1400,0.075
216 - Antonio Bezerra,8,65,1400,0.04642857142857143
216 - Antonio Bezerra,9,73,1400,0.052142857142857144
216 - Antonio Bezerra,10,101,1400,0.07214285714285715
216 - Antonio Bezerra,11,111,1400,0.07928571428571428
216 - Antonio Bezerra,12,65,1400,0.04642857142857143
216 - Antonio Bezerra,13,83,1400,0.05928571428571429
216 - Antonio Bezerra,14,62,1400,0.04428571428571428
216 - Antonio Bezerra,15,50,1400,0.03571428571428571
216 - Antonio Bezerra,16,57,1400,0.04071428571428572
216 - Antonio Bezerra,17,97,1400,0.06928571428571428
216 - Antonio Bezerra,18,75,1400,0.05357142857142857
216 - Antonio Bezerra,19,42,1400,0.03
216 - Antonio Bezerra,20,26,1400,0.018571428571428572
216 - Antonio Bezerra,21,50,1400,0.03571428571428571
216 - Antonio Bezerra,22,5,1400,0.0035714285714285713
216 - Antonio Bezerra,23,2,1400,0.0014285714285714286
217 - Estacao/Pio Saraiva,5,82,664,0.12349397590361445
217 - Estacao/Pio Saraiva,6,65,664,0.09789156626506024
217 - Estacao/Pio Saraiva,7,60,664,0.09036144578313253
217 - Estacao/Pio Saraiva,8,49,664,0.07379518072289157
217 - Estacao/Pio Saraiva,9,19,664,0.0286144578313253
217 - Estacao/Pio Saraiva,10,29,664,0.043674698795180725
217 - Estacao/Pio Saraiva,11,71,664,0.10692771084337349
217 - Estacao/Pio Saraiva,12,42,664,0.06325301204819277
217 - Estacao/Pio Saraiva,13,15,664,0.022590361445783132
217 - Estacao/Pio Saraiva,14,44,664,0.06626506024096386
217 - Estacao/Pio Saraiva,15,16,664,0.024096385542168676
217 - Estacao/Pio Saraiva,16,17,664,0.025602409638554216
217 - Estacao/Pio Saraiva,17,43,664,0.06475903614457831
217 - Estacao/Pio Saraiva,18,12,664,0.018072289156626505
217 - Estacao/Pio Saraiva,19,21,664,0.03162650602409638
217 - Estacao/Pio Saraiva,20,15,664,0.022590361445783132
217 - Estacao/Pio Saraiva,21,58,664,0.08734939759036145
217 - Estacao/Pio Saraiva,22,6,664,0.009036144578313253
21 - Luc. Cavalca./Papicu,5,75,2850,0.02631578947368421
21 - Luc. Cavalca./Papicu,6,260,2850,0.0912280701754386
21 - Luc. Cavalca./Papicu,7,203,2850,0.0712280701754386
21 - Luc. Cavalca./Papicu,8,155,2850,0.054385964912280704
21 - Luc. Cavalca./Papicu,9,103,2850,0.03614035087719298
21 - Luc. Cavalca./Papicu,10,117,2850,0.04105263157894737
21 - Luc. Cavalca./Papicu,11,167,2850,0.058596491228070174
21 - Luc. Cavalca./Papicu,12,171,2850,0.06
21 - Luc. Cavalca./Papicu,13,169,2850,0.059298245614035086
21 - Luc. Cavalca./Papicu,14,118,2850,0.041403508771929824
21 - Luc. Cavalca./Papicu,15,145,2850,0.05087719298245614
21 - Luc. Cavalca./Papicu,16,171,2850,0.06
21 - Luc. Cavalca./Papicu,17,218,2850,0.07649122807017544
21 - Luc. Cavalca./Papicu,18,242,2850,0.08491228070175438
21 - Luc. Cavalca./Papicu,19,157,2850,0.055087719298245616
21 - Luc. Cavalca./Papicu,20,124,2850,0.04350877192982456
21 - Luc. Cavalca./Papicu,21,96,2850,0.03368421052631579
21 - Luc. Cavalca./Papicu,22,151,2850,0.052982456140350874
21 - Luc. Cavalca./Papicu,23,8,2850,0.002807017543859649
220 - Av. Sargento Hermini,4,32,5644,0.005669737774627924
220 - Av. Sargento Hermini,5,196,5644,0.03472714386959603
220 - Av. Sargento Hermini,6,443,5644,0.07849043231750531
220 - Av. Sargento Hermini,7,536,5644,0.09496810772501772
220 - Av. Sargento Hermini,8,339,5644,0.06006378454996456
220 - Av. Sargento Hermini,9,242,5644,0.04287739192062367
220 - Av. Sargento Hermini,10,325,5644,0.05758327427356485
220 - Av. Sargento Hermini,11,323,5644,0.0572289156626506
220 - Av. Sargento Hermini,12,349,5644,0.06183557760453579
220 - Av. Sargento Hermini,13,330,5644,0.05846917080085046
220 - Av. Sargento Hermini,14,288,5644,0.05102763997165131
220 - Av. Sargento Hermini,15,275,5644,0.04872430900070872
220 - Av. Sargento Hermini,16,310,5644,0.05492558469170801
220 - Av. Sargento Hermini,17,465,5644,0.08238837703756201
220 - Av. Sargento Hermini,18,485,5644,0.08593196314670447
220 - Av. Sargento Hermini,19,215,5644,0.03809355067328136
220 - Av. Sargento Hermini,20,112,5644,0.019844082211197732
220 - Av. Sargento Hermini,21,227,5644,0.04021970233876683
220 - Av. Sargento Hermini,22,147,5644,0.026045357902197024
220 - Av. Sargento Hermini,23,5,5644,8.85896527285613e-4
221 - VILA VELHA/RIOMAR KE,8,18,387,0.046511627906976744
221 - VILA VELHA/RIOMAR KE,9,19,387,0.04909560723514212
221 - VILA VELHA/RIOMAR KE,10,24,387,0.06201550387596899
221 - VILA VELHA/RIOMAR KE,11,16,387,0.041343669250646
221 - VILA VELHA/RIOMAR KE,12,16,387,0.041343669250646
221 - VILA VELHA/RIOMAR KE,13,21,387,0.05426356589147287
221 - VILA VELHA/RIOMAR KE,14,29,387,0.07493540051679587
221 - VILA VELHA/RIOMAR KE,15,21,387,0.05426356589147287
221 - VILA VELHA/RIOMAR KE,16,16,387,0.041343669250646
221 - VILA VELHA/RIOMAR KE,17,44,387,0.11369509043927649
221 - VILA VELHA/RIOMAR KE,18,53,387,0.13695090439276486
221 - VILA VELHA/RIOMAR KE,19,41,387,0.10594315245478036
221 - VILA VELHA/RIOMAR KE,20,16,387,0.041343669250646
221 - VILA VELHA/RIOMAR KE,21,25,387,0.06459948320413436
221 - VILA VELHA/RIOMAR KE,22,23,387,0.059431524547803614
221 - VILA VELHA/RIOMAR KE,23,5,387,0.012919896640826873
222 - ANTONIO BEZERRA/PAPI,5,68,9392,0.007240204429301534
222 - ANTONIO BEZERRA/PAPI,6,534,9392,0.05685689948892675
222 - ANTONIO BEZERRA/PAPI,7,764,9392,0.08134582623509369
222 - ANTONIO BEZERRA/PAPI,8,510,9392,0.0543015332197615
222 - ANTONIO BEZERRA/PAPI,9,412,9392,0.04386712095400341
222 - ANTONIO BEZERRA/PAPI,10,353,9392,0.03758517887563884
222 - ANTONIO BEZERRA/PAPI,11,495,9392,0.05270442930153322
222 - ANTONIO BEZERRA/PAPI,12,649,9392,0.06910136286201023
222 - ANTONIO BEZERRA/PAPI,13,560,9392,0.059625212947189095
222 - ANTONIO BEZERRA/PAPI,14,452,9392,0.04812606473594549
222 - ANTONIO BEZERRA/PAPI,15,516,9392,0.05494037478705281
222 - ANTONIO BEZERRA/PAPI,16,691,9392,0.0735732538330494
222 - ANTONIO BEZERRA/PAPI,17,1141,9392,0.12148637137989779
222 - ANTONIO BEZERRA/PAPI,18,961,9392,0.10232112436115844
222 - ANTONIO BEZERRA/PAPI,19,581,9392,0.06186115843270869
222 - ANTONIO BEZERRA/PAPI,20,288,9392,0.030664395229982964
222 - ANTONIO BEZERRA/PAPI,21,267,9392,0.028428449744463374
222 - ANTONIO BEZERRA/PAPI,22,150,9392,0.015971039182282792
225 - Joao Arruda,4,15,1714,0.008751458576429404
225 - Joao Arruda,5,155,1714,0.09043173862310384
225 - Joao Arruda,6,319,1714,0.18611435239206534
225 - Joao Arruda,7,203,1714,0.11843640606767794
225 - Joao Arruda,8,92,1714,0.05367561260210035
225 - Joao Arruda,9,90,1714,0.052508751458576426
225 - Joao Arruda,10,70,1714,0.040840140023337225
225 - Joao Arruda,11,61,1714,0.03558926487747958
225 - Joao Arruda,12,105,1714,0.061260210035005834
225 - Joao Arruda,13,80,1714,0.046674445740956826
225 - Joao Arruda,14,70,1714,0.040840140023337225
225 - Joao Arruda,15,68,1714,0.039673278879813305
225 - Joao Arruda,16,64,1714,0.03733955659276546
225 - Joao Arruda,17,146,1714,0.08518086347724621
225 - Joao Arruda,18,86,1714,0.050175029171528586
225 - Joao Arruda,19,31,1714,0.01808634772462077
225 - Joao Arruda,20,32,1714,0.01866977829638273
225 - Joao Arruda,21,19,1714,0.011085180863477246
225 - Joao Arruda,22,7,1714,0.004084014002333722
225 - Joao Arruda,23,1,1714,5.834305717619603e-4
226 - EXP/A.BEZ/MES,5,25,2516,0.009936406995230525
226 - EXP/A.BEZ/MES,6,197,2516,0.07829888712241653
226 - EXP/A.BEZ/MES,7,215,2516,0.08545310015898251
226 - EXP/A.BEZ/MES,8,193,2516,0.07670906200317965
226 - EXP/A.BEZ/MES,9,154,2516,0.06120826709062003
226 - EXP/A.BEZ/MES,10,66,2516,0.026232114467408585
226 - EXP/A.BEZ/MES,15,73,2516,0.02901430842607313
226 - EXP/A.BEZ/MES,16,343,2516,0.1363275039745628
226 - EXP/A.BEZ/MES,17,424,2516,0.1685214626391097
226 - EXP/A.BEZ/MES,18,359,2516,0.14268680445151033
226 - EXP/A.BEZ/MES,19,239,2516,0.09499205087440382
226 - EXP/A.BEZ/MES,20,135,2516,0.053656597774244835
226 - EXP/A.BEZ/MES,21,93,2516,0.03696343402225755
22 - Jd. Oliveiras/Centro,4,2,1811,0.0011043622308117063
22 - Jd. Oliveiras/Centro,5,51,1811,0.02816123688569851
22 - Jd. Oliveiras/Centro,6,241,1811,0.13307564881281062
22 - Jd. Oliveiras/Centro,7,180,1811,0.09939260077305356
22 - Jd. Oliveiras/Centro,8,88,1811,0.048591938155715074
22 - Jd. Oliveiras/Centro,9,95,1811,0.05245720596355605
22 - Jd. Oliveiras/Centro,10,109,1811,0.06018774157923799
22 - Jd. Oliveiras/Centro,11,113,1811,0.0623964660408614
22 - Jd. Oliveiras/Centro,12,154,1811,0.08503589177250138
22 - Jd. Oliveiras/Centro,13,122,1811,0.06736609607951408
22 - Jd. Oliveiras/Centro,14,89,1811,0.049144119271120924
22 - Jd. Oliveiras/Centro,15,88,1811,0.048591938155715074
22 - Jd. Oliveiras/Centro,16,119,1811,0.06570955273329653
22 - Jd. Oliveiras/Centro,17,131,1811,0.07233572611816676
22 - Jd. Oliveiras/Centro,18,97,1811,0.053561568194367755
22 - Jd. Oliveiras/Centro,19,68,1811,0.03754831584759801
22 - Jd. Oliveiras/Centro,20,30,1811,0.016565433462175594
22 - Jd. Oliveiras/Centro,21,22,1811,0.012147984538928768
22 - Jd. Oliveiras/Centro,22,10,1811,0.005521811154058531
22 - Jd. Oliveiras/Centro,23,2,1811,0.0011043622308117063
23 - Corujao/Edson Queiro,0,2,8,0.25
23 - Corujao/Edson Queiro,1,2,8,0.25
23 - Corujao/Edson Queiro,2,1,8,0.125
23 - Corujao/Edson Queiro,3,1,8,0.125
23 - Corujao/Edson Queiro,4,2,8,0.25
243 - Parque Univ./Ant. Be,4,66,1373,0.04806991988346686
243 - Parque Univ./Ant. Be,5,155,1373,0.11289147851420248
243 - Parque Univ./Ant. Be,6,235,1373,0.17115804806991988
243 - Parque Univ./Ant. Be,7,163,1373,0.11871813546977422
243 - Parque Univ./Ant. Be,8,63,1373,0.045884923525127456
243 - Parque Univ./Ant. Be,9,47,1373,0.03423160961398398
243 - Parque Univ./Ant. Be,10,49,1373,0.035688273852876914
243 - Parque Univ./Ant. Be,11,66,1373,0.04806991988346686
243 - Parque Univ./Ant. Be,12,76,1373,0.055353241077931534
243 - Parque Univ./Ant. Be,13,64,1373,0.04661325564457393
243 - Parque Univ./Ant. Be,14,58,1373,0.04224326292789512
243 - Parque Univ./Ant. Be,15,40,1373,0.029133284777858703
243 - Parque Univ./Ant. Be,16,62,1373,0.04515659140568099
243 - Parque Univ./Ant. Be,17,84,1373,0.06117989803350328
243 - Parque Univ./Ant. Be,18,61,1373,0.04442825928623452
243 - Parque Univ./Ant. Be,19,38,1373,0.027676620538965767
243 - Parque Univ./Ant. Be,20,24,1373,0.01747997086671522
243 - Parque Univ./Ant. Be,21,11,1373,0.008011653313911144
243 - Parque Univ./Ant. Be,22,11,1373,0.008011653313911144
244 - ANTONIO BEZERRA/PARA,5,47,2663,0.01764926774314683
244 - ANTONIO BEZERRA/PARA,6,199,2663,0.07472775065715359
244 - ANTONIO BEZERRA/PARA,7,163,2663,0.061209162598573036
244 - ANTONIO BEZERRA/PARA,8,107,2663,0.04018024784078107
244 - ANTONIO BEZERRA/PARA,9,76,2663,0.02853924145700338
244 - ANTONIO BEZERRA/PARA,10,117,2663,0.04393541119038678
244 - ANTONIO BEZERRA/PARA,11,126,2663,0.04731505820503192
244 - ANTONIO BEZERRA/PARA,12,173,2663,0.06496432594817875
244 - ANTONIO BEZERRA/PARA,13,173,2663,0.06496432594817875
244 - ANTONIO BEZERRA/PARA,14,98,2663,0.03680060082613594
244 - ANTONIO BEZERRA/PARA,15,184,2663,0.06909500563274502
244 - ANTONIO BEZERRA/PARA,16,156,2663,0.05858054825384904
244 - ANTONIO BEZERRA/PARA,17,317,2663,0.11903867818250094
244 - ANTONIO BEZERRA/PARA,18,240,2663,0.09012392039053699
244 - ANTONIO BEZERRA/PARA,19,153,2663,0.05745399924896733
244 - ANTONIO BEZERRA/PARA,20,112,2663,0.04205782951558393
244 - ANTONIO BEZERRA/PARA,21,148,2663,0.055576417574164476
244 - ANTONIO BEZERRA/PARA,22,74,2663,0.027788208787082238
24 - ANTONIO BEZERRA/LAGO,4,16,12874,0.0012428149759204598
24 - ANTONIO BEZERRA/LAGO,5,513,12874,0.03984775516544974
24 - ANTONIO BEZERRA/LAGO,6,1218,12874,0.094609290041945
24 - ANTONIO BEZERRA/LAGO,7,1178,12874,0.09150225260214385
24 - ANTONIO BEZERRA/LAGO,8,718,12874,0.05577132204443064
24 - ANTONIO BEZERRA/LAGO,9,579,12874,0.04497436694112164
24 - ANTONIO BEZERRA/LAGO,10,445,12874,0.03456579151778779
24 - ANTONIO BEZERRA/LAGO,11,664,12874,0.05157682150069908
24 - ANTONIO BEZERRA/LAGO,12,660,12874,0.051266117756718965
24 - ANTONIO BEZERRA/LAGO,13,528,12874,0.041012894205375176
24 - ANTONIO BEZERRA/LAGO,14,437,12874,0.03394438402982756
24 - ANTONIO BEZERRA/LAGO,15,509,12874,0.03953705142146963
24 - ANTONIO BEZERRA/LAGO,16,1010,12874,0.07845269535497902
24 - ANTONIO BEZERRA/LAGO,17,1374,12874,0.1067267360571695
24 - ANTONIO BEZERRA/LAGO,18,906,12874,0.07037439801149604
24 - ANTONIO BEZERRA/LAGO,19,581,12874,0.045129718813111695
24 - ANTONIO BEZERRA/LAGO,20,461,12874,0.03580860649370825
24 - ANTONIO BEZERRA/LAGO,21,601,12874,0.046683237533012276
